longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_num,rooms_per_household,bedrooms_per_room,population_per_household,Price
-115.69,39.47,31.8,1180.0,268.0,1564.0,497.0,5.8186,0,2.3746,0.2275,3.1476,255027.2
-122.53,34.28,37.3,1141.0,273.0,1069.0,518.0,4.598,0,2.2039,0.239,2.0646,195250.97
-118.89,35.39,23.0,1235.0,216.0,527.0,186.0,10.4169,2,6.6387,0.1752,2.833,500001.0
-114.81,37.22,10.9,4395.0,911.0,678.0,239.0,6.9579,2,18.3658,0.2072,2.8312,454138.69
-118.07,38.08,44.9,689.0,132.0,6298.0,2468.0,3.2448,3,0.2794,0.192,2.5521,272416.97
-116.15,39.9,5.8,6253.0,1517.0,1599.0,782.0,6.8859,0,7.9978,0.2426,2.0457,406510.43
-117.79,34.68,43.3,3095.0,765.0,907.0,343.0,6.1557,0,9.0309,0.2472,2.6455,295274.26
-115.92,33.75,43.7,605.0,97.0,1167.0,430.0,4.9116,1,1.4067,0.1604,2.7111,174684.82
-114.87,37.08,30.1,1206.0,247.0,1225.0,511.0,3.7951,1,2.3621,0.2049,2.3985,260196.41
-121.61,34.03,33.1,581.0,118.0,1052.0,521.0,7.3526,0,1.1138,0.2031,2.0184,303525.9
-122.65,39.07,19.3,2844.0,674.0,153.0,54.0,4.6717,1,53.1334,0.2369,2.866,500001.0
-119.49,37.96,43.9,4419.0,1007.0,2162.0,1024.0,7.3938,3,4.3164,0.2279,2.1117,362766.31
-117.3,39.51,14.4,2123.0,379.0,4563.0,1821.0,4.4899,2,1.1654,0.1787,2.5053,246686.99
-122.07,33.14,29.5,4244.0,858.0,1379.0,631.0,4.29,0,6.7242,0.2022,2.1853,216480.21
-124.31,41.62,1.1,2056.0,386.0,1572.0,588.0,11.2273,1,3.499,0.1878,2.676,494343.6
-120.91,32.54,48.9,3568.0,661.0,567.0,221.0,8.1449,0,16.1202,0.1853,2.5632,500001.0
-114.62,35.6,49.4,2218.0,495.0,808.0,305.0,6.1648,1,7.2683,0.2231,2.6469,333728.6
-117.37,38.94,37.2,1826.0,383.0,1486.0,598.0,9.4691,1,3.0531,0.2099,2.484,453418.69
-120.32,32.96,22.6,3107.0,528.0,1263.0,420.0,4.1934,0,7.4062,0.1699,3.0108,203293.3
-122.42,33.32,10.1,1621.0,344.0,953.0,444.0,13.3179,1,3.6506,0.2121,2.1477,500001.0
-120.77,33.26,26.1,5013.0,984.0,2545.0,962.0,8.7547,1,5.2124,0.1964,2.6463,428213.37
-122.64,38.01,41.4,1450.0,267.0,1265.0,463.0,2.1232,0,3.1311,0.1841,2.7318,158980.95
-123.28,40.97,31.9,2689.0,421.0,1728.0,808.0,3.9435,2,3.3286,0.1567,2.1383,247568.86
-115.25,37.77,27.9,1102.0,268.0,719.0,247.0,3.4263,0,4.4655,0.2429,2.9137,219341.59
-114.33,38.22,44.3,601.0,142.0,2193.0,977.0,4.6069,2,0.6151,0.2362,2.2447,273896.01
-122.7,35.8,17.0,2323.0,419.0,479.0,176.0,8.8486,0,13.1707,0.1804,2.7166,500001.0
-123.8,32.72,44.9,511.0,105.0,1097.0,454.0,3.2575,0,1.1257,0.2056,2.4139,101822.87
-121.04,32.74,23.4,8139.0,1925.0,1475.0,595.0,5.1774,1,13.6816,0.2365,2.4794,379873.1
-119.71,40.9,1.1,1411.0,285.0,786.0,327.0,10.8487,0,4.3182,0.2019,2.4041,494388.02
-122.29,33.51,38.3,1712.0,281.0,1135.0,473.0,3.4022,1,3.6225,0.1642,2.4005,243258.36
-121.32,41.95,45.8,1455.0,287.0,1894.0,829.0,3.0787,0,1.7564,0.1975,2.2853,95435.57
-122.33,34.09,25.7,1995.0,362.0,1919.0,755.0,4.1957,1,2.6425,0.1814,2.5408,247866.44
-116.58,38.89,24.2,2294.0,449.0,1077.0,429.0,1.6267,1,5.3462,0.1958,2.51,127116.38
-117.2,41.47,42.1,1004.0,236.0,792.0,358.0,2.9399,1,2.8064,0.2348,2.2138,195973.29
-117.98,35.95,46.1,303.0,58.0,1540.0,526.0,3.0792,0,0.5748,0.1909,2.9257,184803.26
-120.46,39.45,50.7,837.0,192.0,5907.0,2692.0,1.6229,1,0.3108,0.2299,2.194,15000.0
-115.22,35.84,18.6,1287.0,223.0,1745.0,526.0,4.2728,3,2.4459,0.1733,3.3147,289429.59
-114.62,35.41,31.3,2200.0,461.0,4260.0,1770.0,5.1533,0,1.243,0.2094,2.4071,282046.29
-122.61,34.44,43.0,2056.0,396.0,1307.0,506.0,3.8342,0,4.0625,0.1926,2.5832,116313.31
-122.11,40.26,28.1,3063.0,758.0,1418.0,605.0,4.8217,1,5.0646,0.2473,2.3446,216023.39
-119.07,34.96,24.6,572.0,86.0,182.0,72.0,2.3236,2,7.9267,0.1501,2.514,257208.13
-123.43,35.2,30.2,968.0,180.0,960.0,440.0,13.5613,0,2.2006,0.1864,2.1835,500001.0
-119.97,41.94,19.2,1328.0,307.0,2419.0,822.0,4.2959,1,1.6164,0.2313,2.9447,229330.83
-118.51,35.62,10.8,5255.0,994.0,1368.0,484.0,7.3594,2,10.8482,0.1892,2.8246,458613.41
-119.11,36.52,4.4,12141.0,2085.0,1026.0,426.0,8.2827,3,28.4737,0.1718,2.4063,500001.0
-121.03,41.86,32.1,704.0,166.0,1144.0,397.0,4.0179,2,1.7714,0.2353,2.8805,161092.86
-118.9,36.02,20.3,3882.0,812.0,4453.0,2177.0,4.6128,1,1.7829,0.2092,2.0451,215026.84
-114.72,35.99,46.0,1921.0,395.0,662.0,312.0,7.7057,0,6.1498,0.2057,2.1186,356990.45
-122.28,40.33,12.4,2669.0,507.0,2503.0,1132.0,3.7081,0,2.3584,0.1901,2.2121,197668.4
-117.78,35.48,16.8,715.0,119.0,4034.0,1817.0,12.0608,1,0.3937,0.1658,2.2202,500001.0
-123.91,34.74,50.5,4668.0,969.0,1904.0,817.0,3.7019,0,5.7124,0.2076,2.3293,182249.43
-123.68,36.52,29.4,382.0,77.0,541.0,242.0,10.5899,0,1.5788,0.2005,2.2376,500001.0
-118.81,39.13,18.7,720.0,137.0,1810.0,555.0,8.2787,1,1.2973,0.1902,3.2603,431303.51
-123.3,32.95,44.9,1497.0,236.0,1693.0,704.0,6.5673,1,2.1251,0.1577,2.4029,384551.74
-124.13,36.06,38.9,1194.0,257.0,3744.0,1320.0,6.0076,3,0.9043,0.2151,2.8369,301136.88
-122.63,35.8,30.2,1841.0,392.0,969.0,310.0,7.7561,2,5.947,0.2132,3.1296,424815.39
-118.68,34.84,46.3,1120.0,231.0,197.0,98.0,5.0404,0,11.4724,0.2059,2.0228,268114.25
-117.29,38.7,5.8,1409.0,230.0,506.0,248.0,3.5086,1,5.6879,0.1631,2.0442,214422.58
-122.32,35.27,21.1,1589.0,286.0,945.0,455.0,2.1794,1,3.4942,0.1803,2.0782,178257.12
-117.64,38.25,42.3,1546.0,305.0,1109.0,476.0,3.8061,0,3.2459,0.197,2.3288,205574.76
-122.52,37.29,20.7,2006.0,448.0,2092.0,629.0,7.3358,0,3.1916,0.2234,3.3274,310446.22
-118.19,34.58,48.3,3386.0,583.0,1016.0,365.0,3.8614,0,9.2657,0.1723,2.7817,253031.4
-120.21,35.05,8.8,1067.0,245.0,713.0,216.0,1.8016,1,4.9327,0.2301,3.2943,130182.04
-117.79,34.15,18.2,4644.0,845.0,571.0,209.0,4.1575,0,22.2081,0.1819,2.7324,382134.47
-114.36,33.07,22.7,1871.0,405.0,968.0,348.0,7.1569,3,5.3825,0.2166,2.7829,450460.38
-114.93,38.37,36.0,4371.0,1065.0,1263.0,524.0,2.6013,0,8.3482,0.2437,2.413,117850.04
-124.31,38.87,11.0,1423.0,315.0,1348.0,443.0,5.6767,2,3.2127,0.2214,3.0442,194033.39
-115.46,34.1,1.5,986.0,155.0,1893.0,690.0,3.873,0,1.4281,0.1569,2.7419,124729.25
-123.68,38.33,50.8,1912.0,359.0,1380.0,662.0,5.736,0,2.8886,0.1876,2.0848,303154.96
-114.78,41.78,46.8,10881.0,2261.0,329.0,114.0,7.9332,3,95.4304,0.2078,2.8882,500001.0
-121.52,33.24,16.3,695.0,151.0,378.0,151.0,9.6362,1,4.6142,0.2173,2.5083,500001.0
-120.51,37.15,25.7,2905.0,536.0,801.0,259.0,11.5037,3,11.196,0.1845,3.0889,500001.0
-123.43,39.44,25.9,2047.0,395.0,826.0,372.0,7.5774,0,5.5041,0.1929,2.2197,354897.38
-123.22,32.97,45.3,2399.0,450.0,3444.0,1089.0,6.7745,0,2.2039,0.1876,3.1635,321716.35
-117.05,39.86,31.5,777.0,171.0,546.0,182.0,2.3568,0,4.2661,0.2198,2.9976,141965.06
-114.87,41.76,43.1,2490.0,601.0,1688.0,839.0,3.1656,3,2.9666,0.2414,2.0112,194261.42
-118.22,33.37,47.5,2223.0,507.0,3975.0,1429.0,13.8769,1,1.5565,0.2278,2.7829,500001.0
-117.16,40.28,29.9,640.0,113.0,1905.0,575.0,5.1026,0,1.1122,0.1763,3.3101,278209.17
-116.7,36.1,15.6,1982.0,404.0,2379.0,827.0,4.2453,0,2.3967,0.204,2.8772,182355.38
-121.71,33.9,26.4,1525.0,302.0,3549.0,1370.0,2.9426,0,1.113,0.1978,2.5897,194034.5
-123.9,37.18,44.4,1411.0,214.0,1557.0,614.0,7.0678,2,2.3003,0.1516,2.5373,316740.04
-124.33,33.21,30.8,1751.0,427.0,2118.0,808.0,5.1831,2,2.1678,0.2438,2.6217,269370.43
-120.83,37.45,46.7,3871.0,761.0,1177.0,385.0,3.0618,1,10.052,0.1966,3.0571,190707.71
-121.93,32.72,46.7,2492.0,609.0,4983.0,1681.0,3.8205,3,1.4822,0.2443,2.9641,305781.32
-123.72,39.4,20.0,871.0,188.0,1489.0,645.0,5.3617,0,1.3499,0.2164,2.3073,234429.84
-122.55,37.13,23.9,2561.0,565.0,623.0,308.0,7.9287,1,8.3122,0.2208,2.0218,500001.0
-123.1,36.86,35.6,1753.0,338.0,566.0,255.0,3.5779,2,6.8798,0.1927,2.223,285365.73
-115.16,34.39,6.7,1175.0,277.0,741.0,337.0,9.4867,1,3.4894,0.2358,2.2022,483835.7
-122.94,35.94,24.7,759.0,128.0,320.0,124.0,6.1038,1,6.1184,0.1685,2.581,355841.29
-118.95,34.25,8.6,3181.0,782.0,3592.0,1335.0,4.7103,0,2.3823,0.2459,2.6905,244922.46
-118.4,39.46,44.2,1213.0,257.0,3595.0,1655.0,3.4166,1,0.7329,0.2116,2.1729,126856.43
-118.89,34.41,49.1,3414.0,626.0,2302.0,1010.0,8.0919,0,3.3808,0.1832,2.2794,325734.26
-123.36,38.34,8.2,851.0,191.0,1154.0,450.0,8.2197,1,1.8925,0.2239,2.5663,445703.14
-121.15,35.17,35.0,7305.0,1640.0,478.0,216.0,6.8947,1,33.8434,0.2245,2.2145,500001.0
-123.84,38.72,33.5,11426.0,2599.0,699.0,220.0,5.8307,0,52.0117,0.2275,3.1815,500001.0
-120.38,37.63,39.8,2643.0,474.0,1655.0,518.0,3.4077,0,5.0989,0.1793,3.1939,176332.79
-122.46,36.52,36.5,4481.0,684.0,804.0,355.0,3.9063,1,12.6088,0.1526,2.2631,250456.73
-118.71,38.87,12.1,1316.0,315.0,1095.0,543.0,3.9669,0,2.423,0.2389,2.0157,214431.35
-117.39,36.45,15.9,1228.0,282.0,391.0,130.0,2.5544,0,9.4535,0.2298,3.0127,219100.87
-119.01,40.27,9.4,4171.0,793.0,499.0,244.0,6.0269,2,17.064,0.1902,2.0413,426900.95
-119.99,39.41,48.0,2010.0,335.0,704.0,348.0,4.7636,1,5.7796,0.1666,2.0237,211014.39
-120.46,37.63,27.6,692.0,136.0,2669.0,852.0,5.4774,0,0.8118,0.1969,3.131,237001.49
-115.9,40.79,50.8,1909.0,345.0,1314.0,514.0,9.4924,0,3.7155,0.1806,2.5579,425498.32
-122.15,40.34,23.9,769.0,130.0,602.0,233.0,2.0387,0,3.3002,0.1694,2.5838,111434.84
-116.98,37.54,29.2,1588.0,315.0,825.0,283.0,4.5767,3,5.6145,0.1986,2.9163,291274.11
-116.74,33.18,41.3,3768.0,878.0,3359.0,1304.0,4.1835,0,2.8899,0.233,2.5763,178187.24
-120.14,37.87,41.7,5022.0,1045.0,1947.0,910.0,8.1238,0,5.5191,0.2082,2.14,338527.49
-121.37,35.88,12.8,2194.0,436.0,493.0,238.0,2.6574,0,9.214,0.1987,2.0693,156338.24
-119.63,37.62,15.7,4613.0,1151.0,1241.0,455.0,4.9115,1,10.1459,0.2494,2.7291,292083.21
-123.41,38.63,6.0,1310.0,296.0,1227.0,422.0,4.5582,2,3.1018,0.226,2.9045,275169.86
-123.89,38.61,42.1,5946.0,970.0,2023.0,818.0,3.6136,0,7.2677,0.1632,2.4727,218470.72
-123.23,38.88,41.5,1090.0,209.0,438.0,157.0,5.8162,0,6.9254,0.1917,2.7853,294295.2
-122.47,38.93,5.1,1026.0,202.0,759.0,309.0,4.711,2,3.32,0.1965,2.4559,259886.45
-119.29,33.57,14.1,1309.0,276.0,2494.0,1059.0,3.1313,0,1.2359,0.2111,2.3536,148441.39
-115.82,34.34,23.9,1071.0,234.0,2035.0,935.0,3.0134,0,1.1465,0.2182,2.1781,140911.38
-121.98,38.47,28.6,2597.0,474.0,685.0,295.0,2.607,2,8.8058,0.1826,2.3227,267266.87
-114.96,36.38,27.6,4344.0,811.0,1593.0,648.0,5.0969,1,6.7039,0.1867,2.4584,317137.61
-114.76,39.72,51.1,1828.0,293.0,764.0,332.0,5.294,0,5.5008,0.1603,2.2999,204448.76
-114.72,33.72,40.0,2248.0,357.0,1491.0,514.0,2.7821,0,4.3735,0.1589,2.9,195846.11
-115.94,34.34,6.8,687.0,155.0,2050.0,998.0,8.0477,1,0.6884,0.2258,2.0545,427919.01
-120.7,37.8,16.0,1934.0,469.0,617.0,265.0,2.7043,0,7.2893,0.2426,2.3271,195600.68
-123.62,37.25,18.6,6245.0,1060.0,822.0,386.0,3.4945,1,16.1991,0.1697,2.1312,309419.39
-118.64,35.05,17.1,4860.0,1178.0,1188.0,408.0,6.146,0,11.9112,0.2423,2.9117,360870.04
-118.74,36.38,41.1,840.0,155.0,741.0,323.0,8.8008,2,2.5992,0.1844,2.2915,470331.13
-115.82,32.87,19.4,1330.0,317.0,673.0,205.0,8.9352,2,6.4812,0.2381,3.2808,468141.6
-114.35,32.89,26.1,19625.0,2995.0,1461.0,481.0,6.8398,0,40.776,0.1526,3.036,500001.0
-119.25,33.43,28.2,2423.0,385.0,2602.0,851.0,1.8047,1,2.8463,0.1591,3.0569,178365.6
-120.88,37.97,14.8,5222.0,1010.0,689.0,329.0,4.605,0,15.8817,0.1935,2.0956,328775.81
-122.48,40.67,17.5,5517.0,1295.0,602.0,237.0,2.7617,0,23.32,0.2348,2.5457,236691.67
-124.3,34.99,40.8,828.0,161.0,561.0,245.0,5.6245,1,3.3853,0.1949,2.2941,268197.04
-119.24,32.86,45.2,3001.0,702.0,1020.0,505.0,1.7271,3,5.9453,0.2339,2.0204,210577.04
-118.77,39.21,2.9,2061.0,379.0,3214.0,1526.0,3.711,2,1.3504,0.1841,2.1055,179905.02
-116.07,40.59,31.9,6119.0,999.0,797.0,336.0,3.1884,0,18.1869,0.1632,2.3694,216836.78
-119.28,33.84,33.3,7140.0,1732.0,3162.0,1111.0,5.6015,3,6.4259,0.2425,2.8455,388133.8
-115.15,36.17,38.6,1010.0,159.0,744.0,247.0,5.0325,0,4.0941,0.1577,3.0177,259235.99
-118.04,34.03,36.4,20112.0,4439.0,384.0,168.0,1.7893,2,119.8946,0.2207,2.2915,500001.0
-115.91,33.54,45.7,2035.0,485.0,4297.0,1581.0,3.5745,1,1.2871,0.2383,2.7177,194901.83
-122.86,38.64,5.0,2815.0,456.0,980.0,377.0,6.4453,3,7.462,0.162,2.5976,358766.22
-115.76,41.64,20.8,282.0,57.0,2338.0,1018.0,2.9947,1,0.2775,0.2019,2.2979,147907.65
-117.57,38.92,40.9,3662.0,569.0,2117.0,975.0,10.3284,0,3.755,0.1553,2.1707,465182.28
-122.64,41.81,44.2,400.0,78.0,1837.0,756.0,12.3343,0,0.5296,0.1959,2.4304,500001.0
-122.44,36.63,14.5,1635.0,374.0,914.0,431.0,3.5979,0,3.7938,0.2287,2.121,213885.78
-115.05,40.99,30.8,1228.0,221.0,1542.0,722.0,5.1596,3,1.6998,0.1804,2.1347,245625.28
-124.03,34.47,10.2,2506.0,434.0,904.0,371.0,12.9473,0,6.7529,0.1733,2.4356,500001.0
-119.71,33.65,44.4,2050.0,359.0,360.0,114.0,6.237,0,17.9941,0.1752,3.1586,390338.64
-121.2,39.15,38.3,2727.0,625.0,820.0,359.0,6.4161,3,7.6036,0.2291,2.2859,460100.66
-117.67,36.03,12.3,4325.0,1070.0,2080.0,781.0,2.9885,2,5.5367,0.2474,2.6634,214977.85
-115.92,35.53,32.8,895.0,155.0,2570.0,1172.0,6.5031,0,0.764,0.1728,2.1933,264883.21
-120.73,38.86,27.0,1567.0,246.0,2578.0,812.0,3.6425,2,1.9308,0.1569,3.177,152563.18
-120.06,35.68,14.2,1000.0,163.0,1083.0,424.0,7.3809,1,2.3621,0.1626,2.5567,419666.57
-114.49,37.93,46.5,949.0,202.0,3025.0,1160.0,4.0038,0,0.8184,0.2128,2.6084,118921.67
-116.48,35.36,8.5,6995.0,1522.0,502.0,169.0,4.5889,0,41.286,0.2176,2.9626,500001.0
-115.34,39.92,24.8,744.0,145.0,9208.0,3779.0,3.4344,3,0.1968,0.1949,2.4364,193980.6
-119.94,35.48,30.7,1017.0,161.0,1071.0,435.0,2.2333,0,2.3384,0.1579,2.4638,135347.77
-122.0,37.57,43.0,8400.0,2040.0,1182.0,468.0,5.6624,2,17.9622,0.2428,2.5274,482191.27
-120.21,32.76,8.7,1654.0,402.0,420.0,154.0,3.688,0,10.7671,0.243,2.7315,195961.3
-117.16,39.99,32.1,1728.0,327.0,753.0,364.0,4.4299,2,4.7469,0.1894,2.0681,266588.07
-123.25,38.38,1.3,2393.0,555.0,1935.0,885.0,8.0518,1,2.7038,0.2321,2.1867,321393.63
-121.63,34.35,43.0,778.0,187.0,1659.0,778.0,2.7502,0,0.9999,0.2399,2.1323,95051.44
-123.88,34.57,13.0,948.0,190.0,349.0,124.0,5.2008,0,7.6266,0.2008,2.8052,298043.14
-120.01,35.01,37.8,1174.0,247.0,1407.0,692.0,14.7601,3,1.6972,0.2101,2.0331,500001.0
-116.04,37.97,31.7,3750.0,837.0,288.0,105.0,3.0016,1,35.609,0.2233,2.7382,404903.17
-124.1,37.7,3.6,2893.0,692.0,2933.0,940.0,1.3261,0,3.0763,0.2391,3.1187,51138.93
-117.57,35.12,10.3,1163.0,185.0,2966.0,1376.0,12.9451,1,0.8453,0.1589,2.1554,500001.0
-114.99,39.07,14.7,1647.0,256.0,481.0,148.0,5.9505,0,11.1443,0.1553,3.252,310047.98
-121.97,40.91,46.2,3120.0,679.0,1301.0,643.0,6.7094,1,4.8507,0.2175,2.023,325223.07
-117.39,32.95,25.5,341.0,53.0,354.0,114.0,5.8904,2,2.9754,0.1548,3.0966,328567.34
-114.56,36.47,47.6,2234.0,358.0,768.0,252.0,2.7613,0,8.8772,0.1604,3.05,189218.09
-114.69,38.13,3.4,3073.0,591.0,1341.0,409.0,3.8085,1,7.5118,0.1922,3.2776,255769.92
-121.99,38.06,1.3,951.0,160.0,1192.0,384.0,4.8401,3,2.475,0.1682,3.104,226749.87
-123.34,32.72,49.4,2850.0,684.0,1406.0,487.0,1.5714,2,5.8492,0.2399,2.8864,188178.07
-122.86,34.52,37.9,1827.0,335.0,1267.0,582.0,9.1151,0,3.1417,0.1832,2.1791,447742.1
-117.3,33.12,40.9,6422.0,1334.0,1467.0,444.0,5.401,0,14.4793,0.2078,3.3085,388827.95
-117.06,37.89,47.7,1254.0,189.0,666.0,314.0,6.2766,3,3.9968,0.151,2.1237,368068.85
-117.58,38.61,51.2,2734.0,551.0,950.0,343.0,3.4017,0,7.9813,0.2013,2.7736,172471.55
-120.98,34.04,6.0,646.0,149.0,1132.0,541.0,2.0869,1,1.194,0.231,2.0925,30100.2
-122.65,35.67,9.1,1906.0,470.0,952.0,365.0,15.0,0,5.2204,0.2468,2.6079,500001.0
-118.52,35.64,10.6,3199.0,697.0,9558.0,4217.0,5.2939,0,0.7587,0.2179,2.2668,208456.79
-119.49,40.25,42.7,1252.0,213.0,1181.0,389.0,8.2633,0,3.2186,0.1703,3.0373,369303.32
-117.03,34.37,19.1,3959.0,738.0,364.0,149.0,6.4117,0,26.6364,0.1863,2.4471,475962.76
-119.92,37.7,31.3,3443.0,570.0,459.0,168.0,6.7307,1,20.4932,0.1657,2.7343,385652.16
-120.95,39.91,44.6,2000.0,367.0,1335.0,470.0,8.7199,3,4.25,0.1838,2.8385,500001.0
-121.4,40.35,35.8,1495.0,308.0,996.0,434.0,2.4759,1,3.448,0.2061,2.2958,159949.96
-122.23,38.81,4.3,209.0,41.0,953.0,458.0,2.5579,1,0.4555,0.1987,2.0793,31994.28
-121.68,35.36,23.7,1148.0,273.0,315.0,134.0,2.0827,0,8.547,0.2374,2.3426,137293.51
-123.4,40.28,4.4,3907.0,666.0,367.0,175.0,4.2234,2,22.3303,0.1704,2.0973,387508.15
-120.87,39.52,25.4,1493.0,289.0,448.0,168.0,7.2405,1,8.8888,0.1934,2.6659,350992.07
-123.98,39.17,12.2,2481.0,529.0,501.0,217.0,3.4564,0,11.4454,0.2132,2.3097,218072.1
-122.48,33.17,1.1,1307.0,324.0,376.0,120.0,5.4885,1,10.8548,0.2481,3.127,285003.38
-116.85,32.95,42.5,666.0,114.0,1919.0,941.0,7.8609,1,0.708,0.1714,2.0401,401360.78
-121.08,39.08,50.4,3052.0,712.0,1260.0,557.0,1.0365,1,5.4778,0.2333,2.2621,104887.09
-117.64,41.43,50.2,765.0,162.0,2172.0,883.0,5.6788,1,0.8671,0.2118,2.4617,264459.4
-117.15,39.82,16.3,1505.0,246.0,3204.0,1517.0,15.0,1,0.992,0.1634,2.1124,500001.0
-118.51,40.36,43.3,2333.0,533.0,1328.0,588.0,3.9629,1,3.9694,0.2284,2.2597,215742.77
-114.72,37.67,35.6,1125.0,188.0,586.0,228.0,4.1357,0,4.9321,0.1675,2.57,215785.76
-124.13,35.41,41.8,5428.0,1194.0,2078.0,860.0,2.9098,2,6.3109,0.22,2.4165,196851.76
-116.93,38.92,44.2,7191.0,1252.0,376.0,155.0,5.9717,3,46.4852,0.1741,2.4277,500001.0
-114.72,39.24,51.0,1026.0,202.0,704.0,304.0,9.4595,3,3.3707,0.1968,2.3129,500001.0
-115.69,38.9,8.7,1054.0,241.0,915.0,414.0,4.1994,1,2.5456,0.2283,2.2097,273286.69
-122.66,41.45,40.3,1330.0,284.0,1275.0,480.0,2.6059,1,2.7683,0.2134,2.653,209299.01
-121.07,36.0,38.4,4053.0,908.0,2829.0,1282.0,8.2937,1,3.1603,0.224,2.2063,361738.2
-122.62,32.91,15.7,2541.0,585.0,542.0,193.0,3.5157,0,13.1555,0.2303,2.8084,215933.97
-118.31,41.09,21.0,3059.0,469.0,372.0,140.0,5.0779,2,21.8433,0.1535,2.6602,355259.16
-117.2,34.05,10.0,4540.0,899.0,3749.0,1404.0,11.5152,0,3.233,0.1981,2.6696,500001.0
-121.17,39.1,47.6,959.0,238.0,2460.0,778.0,5.4018,0,1.2331,0.2486,3.1619,175028.16
-118.93,40.76,45.8,2571.0,590.0,12142.0,4113.0,8.3109,3,0.6251,0.2295,2.9525,399483.44
-117.41,35.46,32.3,1874.0,350.0,321.0,159.0,7.645,0,11.7678,0.1866,2.0145,421143.56
-120.12,40.35,27.1,2443.0,436.0,1239.0,497.0,3.6345,2,4.9168,0.1785,2.4939,296082.87
-115.78,35.66,12.9,4042.0,891.0,341.0,117.0,1.5955,2,34.4663,0.2205,2.9056,420550.88
-116.6,40.01,41.3,1626.0,266.0,4090.0,1541.0,11.1342,1,1.0553,0.1637,2.6545,500001.0
-123.7,33.2,1.4,1110.0,265.0,248.0,96.0,3.5691,1,11.5148,0.2383,2.5692,326025.65
-118.11,38.71,24.6,866.0,137.0,511.0,201.0,8.2806,0,4.3033,0.1582,2.5365,373059.14
-121.99,38.91,44.9,6173.0,1271.0,1390.0,539.0,6.2594,0,11.4606,0.2059,2.5798,268786.78
-118.75,37.16,32.5,1756.0,412.0,1225.0,561.0,6.7559,1,3.1301,0.2347,2.1848,369958.97
-114.74,39.01,33.4,694.0,154.0,1064.0,396.0,3.2203,0,1.7542,0.222,2.69,120703.02
-115.52,41.23,4.6,4760.0,945.0,1574.0,659.0,2.8036,0,7.2264,0.1986,2.3894,178765.37
-120.29,39.45,15.6,546.0,94.0,2547.0,995.0,2.7573,0,0.5489,0.1729,2.5594,93391.76
-121.42,41.59,35.4,611.0,128.0,1544.0,606.0,6.4126,0,1.0075,0.21,2.5463,272658.56
-122.0,36.76,3.5,1449.0,357.0,794.0,388.0,3.0556,0,3.7392,0.2466,2.0476,157323.82
-119.0,37.51,17.9,1233.0,197.0,564.0,206.0,11.3362,3,5.9897,0.1595,2.7383,500001.0
-123.2,35.02,19.1,2249.0,344.0,1395.0,455.0,15.0,1,4.9437,0.1532,3.0651,500001.0
-118.84,41.81,26.4,469.0,90.0,1572.0,591.0,4.1515,0,0.7942,0.192,2.6591,273246.28
-124.34,33.06,19.5,2272.0,475.0,1778.0,580.0,3.7156,0,3.9153,0.2091,3.0647,89833.57
-121.1,35.91,24.2,4424.0,822.0,861.0,400.0,12.1546,2,11.0697,0.1858,2.155,500001.0
-122.14,35.34,28.9,909.0,202.0,278.0,96.0,2.6978,0,9.4318,0.2218,2.8832,245472.95
-114.6,36.18,7.5,1387.0,281.0,1809.0,746.0,6.2914,1,1.8595,0.2023,2.4242,322074.37
-117.05,41.18,10.2,1032.0,191.0,727.0,246.0,15.0,2,4.1867,0.1847,2.9486,500001.0
-120.84,36.0,43.5,2263.0,519.0,1239.0,385.0,5.9228,1,5.8694,0.2294,3.2138,294227.08
-123.42,41.17,24.4,852.0,136.0,1160.0,423.0,5.3712,1,2.0151,0.1599,2.744,226192.21
-119.16,36.52,19.1,780.0,120.0,374.0,186.0,5.2522,1,4.187,0.154,2.0062,276358.26
-122.21,40.58,23.1,1627.0,253.0,1074.0,532.0,7.4464,0,3.0589,0.1557,2.0204,444308.0
-118.96,37.45,9.9,2289.0,530.0,1438.0,568.0,2.407,2,4.0325,0.2314,2.534,180003.22
-115.96,35.47,13.2,2009.0,462.0,2095.0,788.0,7.9031,0,2.5483,0.2298,2.6578,412310.39
-118.17,36.77,27.3,1329.0,310.0,243.0,120.0,2.6993,3,11.0438,0.2331,2.0199,153986.91
-117.99,36.53,19.3,2887.0,515.0,319.0,123.0,2.9301,1,23.4043,0.1784,2.5866,441133.74
-118.92,34.99,25.2,2124.0,423.0,696.0,211.0,3.239,1,10.0594,0.1992,3.2965,223018.46
-115.04,35.27,8.6,798.0,145.0,853.0,419.0,4.4744,1,1.9036,0.182,2.0355,201326.23
-114.99,34.29,9.0,278.0,58.0,288.0,135.0,2.9299,2,2.0608,0.2087,2.1332,167540.31
-119.2,35.7,20.6,2605.0,611.0,651.0,285.0,4.5268,2,9.1384,0.2345,2.2849,329569.68
-121.28,38.42,20.3,1511.0,230.0,389.0,184.0,5.3663,0,8.2005,0.152,2.1134,238822.76
-119.74,36.18,46.0,831.0,172.0,437.0,144.0,9.3093,0,5.7706,0.207,3.0368,421972.18
-122.48,39.24,2.7,5641.0,960.0,1136.0,393.0,3.3216,0,14.3534,0.1701,2.8918,262472.13
-117.96,41.83,51.6,5599.0,1327.0,696.0,220.0,7.05,0,25.4375,0.237,3.1607,448352.79
